0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203
12,11,19,15,11,11,11,20,14,13,1,11,11,18,11,14,17,13,11,12,14,14,11,12,12,41,25,25,25,25,25,20,20,20,20,20,20,20,20,13,12,12,19,12,15,12,20,15,14,18,18,13,12,12,11,13,11,12,12,12,13,13,13,13,13,22,19,19,20,15,17,15,20,12,17,14,12,15,13,12,12,12,12,13,13,12,12,14,20,21,12,12,12,12,19,12,12,12,16,12,12,12,12,13,13,22,12,15,20,23,19,15,12,12,12,12,12,11,11,11,11,11,11,11,12,12,19,20,14,19,19,14,19,18,20,12,13,11,14,11,12,19,12,27,26,26,37,18,33,41,41,18,46,18,33,33,34,19,19,19,19,11,20,14,16,11,14,11,24,19,31,25,20,27,28,22,20,21,19,19,23,12,11,13,14,12,27,25,25,27,14,12,19,13,11,13,18,19,12,19,14,21,15,12
13,12,20,16,12,12,11,20,14,13,11,1,11,18,11,14,18,14,12,13,15,15,12,13,13,42,26,26,26,26,26,21,21,21,21,21,21,21,21,14,13,13,20,13,16,13,21,16,15,18,19,14,13,13,12,14,12,13,13,13,14,14,14,14,14,22,20,20,21,16,18,16,21,13,18,15,13,16,14,13,13,13,13,14,14,13,13,15,21,22,13,13,13,13,20,13,13,13,17,13,13,13,13,14,14,23,13,16,21,24,20,16,13,13,13,13,13,12,12,12,12,12,12,12,13,13,20,21,15,20,20,14,20,19,21,13,14,12,14,12,13,20,13,28,27,27,38,19,34,42,42,19,47,19,34,34,35,20,20,20,20,12,21,15,17,12,15,12,25,20,32,26,21,28,29,23,21,22,20,20,24,13,12,14,15,13,28,26,26,28,14,13,20,14,12,14,18,20,13,20,15,22,16,13
3,2,10,6,2,2,11,20,14,13,11,11,1,8,1,4,8,4,2,3,5,5,2,3,3,33,17,17,17,17,17,11,11,11,11,11,11,11,11,4,3,3,10,3,6,3,11,6,5,8,9,4,3,3,2,4,2,3,3,3,4,4,4,4,4,12,10,10,11,6,8,6,11,3,8,5,3,6,4,3,3,3,3,5,4,3,3,5,11,12,3,3,3,3,10,3,3,3,7,3,3,3,3,4,4,13,3,7,12,14,10,6,3,3,3,3,3,2,2,2,2,2,2,2,3,3,10,11,5,10,10,14,10,9,11,3,4,2,14,2,3,10,3,18,17,17,28,9,24,32,32,9,37,9,24,24,25,10,10,10,10,2,11,5,7,2,5,2,15,10,22,16,11,18,19,13,11,12,10,10,14,3,2,4,5,3,18,16,16,18,14,3,10,4,2,4,8,10,3,10,6,12,6,3
10,9,17,13,9,9,18,24,18,18,18,18,8,1,8,8,15,11,9,10,12,12,9,10,10,39,23,23,23,23,23,17,17,17,17,17,17,17,17,11,10,10,17,10,13,10,18,13,12,15,16,11,10,10,9,11,9,10,10,10,11,11,11,11,11,18,17,17,18,13,15,13,18,10,15,12,10,13,11,10,10,10,10,12,11,10,10,12,18,19,10,10,10,10,17,10,10,10,14,10,10,10,10,11,11,20,10,14,19,21,17,13,10,10,10,10,10,9,9,9,9,9,9,9,10,10,17,18,12,17,17,18,17,16,17,10,11,9,18,9,10,17,10,25,24,24,35,16,31,39,39,16,44,16,31,31,32,17,17,17,17,9,18,12,14,9,12,9,22,17,29,23,18,25,26,20,18,19,17,17,21,10,9,11,12,10,25,23,23,25,18,10,17,11,9,11,15,17,10,17,13,19,13,10
3,2,10,6,2,2,11,20,14,13,11,11,1,8,1,4,8,4,2,3,5,5,2,3,3,33,17,17,17,17,17,11,11,11,11,11,11,11,11,4,3,3,10,3,6,3,11,6,5,8,9,4,3,3,2,4,2,3,3,3,4,4,4,4,4,12,10,10,11,6,8,6,11,3,8,5,3,6,4,3,3,3,3,5,4,3,3,5,11,12,3,3,3,3,10,3,3,3,7,3,3,3,3,4,4,13,3,7,12,14,10,6,3,3,3,3,3,2,2,2,2,2,2,2,3,3,10,11,5,10,10,14,10,9,11,3,4,2,14,2,3,10,3,18,17,17,28,9,24,32,32,9,37,9,24,24,25,10,10,10,10,2,11,5,7,2,5,2,15,10,22,16,11,18,19,13,11,12,10,10,14,3,2,4,5,3,18,16,16,18,14,3,10,4,2,4,8,10,3,10,6,12,6,3
6,5,13,9,5,5,14,20,14,14,14,14,4,8,4,1,11,7,5,6,8,8,5,6,6,35,19,19,19,19,19,13,13,13,13,13,13,13,13,7,6,6,13,6,9,6,14,9,8,11,12,7,6,6,5,7,5,6,6,6,7,7,7,7,7,14,13,13,14,9,11,9,14,6,11,8,6,9,7,6,6,6,6,8,7,6,6,8,14,15,6,6,6,6,13,6,6,6,10,6,6,6,6,7,7,16,6,10,15,17,13,9,6,6,6,6,6,5,5,5,5,5,5,5,6,6,13,14,8,13,13,14,13,12,13,6,7,5,14,5,6,13,6,21,20,20,31,12,27,35,35,12,40,12,27,27,28,13,13,13,13,5,14,8,10,5,8,5,18,13,25,19,14,21,22,16,14,15,13,13,17,6,5,7,8,6,21,19,19,21,14,6,13,7,5,7,11,13,6,13,9,15,9,6
9,8,15,12,8,8,18,26,21,20,17,18,8,15,8,11,1,8,8,9,11,11,8,9,9,38,22,22,22,22,22,17,17,17,17,17,17,17,17,10,9,9,15,9,12,9,16,11,10,15,14,9,8,8,7,9,8,8,8,8,8,8,8,8,8,19,15,15,17,12,14,12,17,9,14,11,9,12,10,9,9,9,9,11,10,9,9,11,17,18,9,9,9,9,15,9,9,9,13,9,9,9,9,10,10,19,9,13,18,20,16,12,9,9,9,9,9,8,8,8,8,8,8,8,9,9,14,16,11,15,14,21,15,13,17,9,10,8,21,8,9,15,9,23,22,22,34,13,30,36,36,13,41,13,30,30,29,14,14,14,14,8,17,11,12,8,11,8,20,15,27,21,16,23,24,18,16,17,15,15,19,9,8,10,11,9,24,21,21,23,21,9,15,10,8,10,15,15,9,14,12,17,12,9
5,4,12,8,4,4,14,23,17,16,13,14,4,11,4,7,8,1,4,5,7,7,4,5,5,34,18,18,18,18,18,13,13,13,13,13,13,13,13,6,5,5,12,5,8,5,13,8,7,11,11,6,5,5,4,6,4,5,5,5,3,3,3,3,3,15,12,12,13,8,10,8,13,5,10,7,5,8,6,5,5,5,5,7,6,5,5,7,13,14,5,5,5,5,11,5,5,5,9,5,5,5,5,6,6,15,5,9,14,16,12,8,5,5,5,5,5,4,4,4,4,4,4,4,5,5,12,13,7,12,12,17,12,11,13,5,6,4,17,4,5,12,5,20,19,19,30,11,26,34,34,11,39,11,26,26,27,12,12,12,12,4,13,7,9,4,7,4,17,12,24,18,13,20,21,15,13,14,12,12,16,5,4,6,7,5,20,18,18,20,17,5,12,6,4,6,11,12,5,12,8,14,8,5
3,2,10,6,2,2,12,21,15,14,11,12,2,9,2,5,8,4,1,3,5,5,2,3,3,33,17,17,17,17,17,11,11,11,11,11,11,11,11,4,3,3,10,3,6,3,11,6,5,9,9,4,3,3,2,4,2,3,3,3,4,4,4,4,4,13,10,10,11,6,8,6,11,3,8,5,3,6,4,3,3,3,3,5,4,3,3,5,11,12,3,3,3,3,10,3,3,3,7,3,3,3,3,4,4,13,3,7,12,14,10,6,3,3,3,3,3,2,2,2,2,2,2,2,3,3,10,11,5,10,10,15,10,9,11,3,4,2,15,2,3,10,3,18,17,17,28,9,24,32,32,9,37,9,24,24,25,10,10,10,10,2,11,5,7,2,5,2,15,10,22,16,11,18,19,13,11,12,10,10,14,3,2,4,5,3,18,16,16,18,15,3,10,4,2,4,9,10,3,10,6,12,6,3
2,2,10,7,3,3,13,22,16,15,12,13,3,10,3,6,9,5,3,1,6,6,3,2,2,34,18,18,18,18,18,12,12,12,12,12,12,12,12,5,2,2,10,2,5,2,12,7,6,10,9,4,3,3,3,5,3,4,4,4,5,5,5,5,5,14,10,10,10,5,7,5,10,2,7,4,2,5,3,2,2,2,2,4,3,2,2,4,10,11,2,2,2,2,9,2,2,2,8,2,2,2,2,3,5,12,2,6,11,13,9,5,2,2,2,2,2,3,3,3,3,3,3,3,2,2,10,11,4,10,10,16,10,9,12,2,3,3,16,3,2,10,2,18,17,17,29,9,25,32,32,9,37,9,25,25,25,10,10,10,10,3,12,6,8,3,5,3,15,10,22,16,11,18,19,13,11,12,10,10,14,2,3,3,4,2,17,16,16,18,16,2,10,3,3,3,10,10,2,10,5,12,5,2
6,5,13,9,5,5,15,24,18,17,14,15,5,12,5,8,11,7,5,6,1,4,5,6,6,36,20,20,20,20,20,14,14,14,14,14,14,14,14,7,6,6,13,6,9,6,13,8,8,8,12,7,6,6,5,7,5,6,6,6,7,7,7,7,7,12,13,13,14,9,11,9,14,6,11,8,6,9,7,6,6,6,6,8,7,6,6,8,14,15,6,6,6,6,13,6,6,6,10,6,6,6,6,7,7,16,6,10,15,17,13,9,6,6,6,6,6,5,5,5,5,5,5,5,6,6,13,14,8,13,13,18,13,12,14,6,7,5,18,5,6,13,6,21,20,20,31,12,27,35,35,12,40,12,27,27,28,13,13,13,13,5,14,8,10,5,8,5,18,13,25,19,14,21,22,16,14,15,13,13,17,6,4,7,8,6,21,19,19,21,18,6,13,7,5,7,8,13,6,13,9,15,9,6
6,5,13,9,5,5,15,24,18,17,14,15,5,12,5,8,11,7,5,6,4,1,5,6,6,36,20,20,20,20,20,14,14,14,14,14,14,14,14,7,6,6,13,6,9,6,13,8,8,8,12,7,6,6,5,7,5,6,6,6,7,7,7,7,7,12,13,13,14,9,11,9,14,6,11,8,6,9,7,6,6,6,6,8,7,6,6,8,14,15,6,6,6,6,13,6,6,6,10,6,6,6,6,7,7,16,6,10,15,17,13,9,6,6,6,6,6,5,5,5,5,5,5,5,6,6,13,14,8,13,13,18,13,12,14,6,7,5,18,5,6,13,6,21,20,20,31,12,27,35,35,12,40,12,27,27,28,13,13,13,13,5,14,8,10,5,8,5,18,13,25,19,14,21,22,16,14,15,13,13,17,6,4,7,8,6,21,19,19,21,18,6,13,7,5,7,8,13,6,13,9,15,9,6
3,2,10,6,2,2,12,21,15,14,11,12,2,9,2,5,8,4,2,3,5,5,1,3,3,33,17,17,17,17,17,11,11,11,11,11,11,11,11,4,3,3,10,3,6,3,11,6,5,9,9,4,3,3,2,4,2,3,3,3,4,4,4,4,4,13,10,10,11,6,8,6,11,3,8,5,3,6,4,3,3,3,3,5,4,3,3,5,11,12,3,3,3,3,10,3,3,3,7,3,3,3,3,4,4,13,3,7,12,14,10,6,3,3,3,3,3,2,2,1,1,1,1,1,3,3,10,11,5,10,10,15,10,9,11,3,4,2,15,2,3,10,3,17,16,16,28,9,24,32,32,9,37,9,24,24,25,10,10,10,10,2,11,5,7,2,5,2,15,10,22,16,11,18,19,13,11,12,10,10,14,3,2,4,5,3,18,16,16,18,15,3,10,4,1,4,9,10,3,10,6,12,6,3
2,2,10,7,3,3,13,22,16,15,12,13,3,10,3,6,9,5,3,2,6,6,3,1,2,34,18,18,18,18,18,12,12,12,12,12,12,12,12,5,2,2,10,2,5,2,12,7,6,10,9,4,3,3,3,5,3,4,4,4,5,5,5,5,5,14,10,10,10,5,7,5,10,2,7,4,2,5,3,2,2,2,2,4,3,2,2,4,10,11,2,2,2,2,9,2,2,2,8,2,2,2,2,3,5,12,2,6,11,13,9,5,2,2,2,2,2,3,3,3,3,3,3,3,2,2,10,11,4,10,10,16,10,9,12,2,3,3,16,3,2,10,2,18,17,17,29,9,25,32,32,9,37,9,25,25,25,10,10,10,10,3,12,6,8,3,5,3,15,10,22,16,11,18,19,13,11,12,10,10,14,2,3,3,4,2,17,16,16,18,16,2,10,3,3,3,10,10,2,10,5,12,5,2
2,2,10,7,3,3,13,22,16,15,12,13,3,10,3,6,9,5,3,2,6,6,3,2,1,34,18,18,18,18,18,12,12,12,12,12,12,12,12,5,2,2,10,2,5,2,12,7,6,10,9,4,3,3,3,5,3,4,4,4,5,5,5,5,5,14,10,10,10,5,7,5,10,2,7,4,2,5,3,2,2,2,2,4,3,2,2,4,10,11,2,2,2,2,9,2,2,2,8,2,2,2,2,3,5,12,2,6,11,13,9,5,2,2,2,2,2,3,3,3,3,3,3,3,2,2,10,11,4,10,10,16,10,9,12,2,3,3,16,3,2,10,2,18,17,17,29,9,25,32,32,9,37,9,25,25,25,10,10,10,10,3,12,6,8,3,5,3,15,10,22,16,11,18,19,13,11,12,10,10,14,2,3,3,4,2,17,16,16,18,16,2,10,3,3,3,10,10,2,10,5,12,5,2
34,33,40,37,33,33,42,50,44,43,41,42,33,39,33,35,38,34,33,34,36,36,33,34,34,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,34,40,34,37,34,34,34,33,40,34,35,34,34,33,34,33,34,34,34,34,34,34,34,34,44,40,40,37,37,39,37,42,34,39,36,34,37,35,34,34,34,34,36,35,34,34,36,42,43,34,34,34,34,41,34,34,34,38,34,34,34,34,35,35,43,34,37,42,45,40,37,34,34,34,34,34,33,33,33,33,33,33,33,34,34,41,41,36,40,41,44,40,40,32,34,34,32,44,33,34,40,34,49,48,48,58,40,55,63,63,40,68,40,55,55,56,41,41,41,41,33,42,36,38,33,36,33,45,40,52,46,41,48,49,43,41,42,40,40,44,34,33,35,36,34,49,46,46,48,44,34,40,35,33,35,40,40,34,41,37,42,37,34
18,17,25,21,17,17,26,34,28,27,25,26,17,23,17,19,22,18,17,18,20,20,17,18,18,32,1,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,25,18,21,18,22,18,17,24,22,19,18,18,17,19,17,18,18,18,18,18,18,18,18,28,25,25,24,21,23,21,26,18,23,20,18,21,19,18,18,18,18,20,19,18,18,20,26,27,18,18,18,18,25,18,18,18,22,18,18,18,18,19,19,28,18,21,26,29,25,21,18,18,18,18,18,17,17,17,17,17,17,17,18,18,25,26,20,25,25,28,25,24,16,18,19,17,28,17,18,25,18,33,32,32,43,24,39,47,47,24,52,24,39,39,40,25,25,25,25,17,26,20,22,17,20,17,30,25,37,31,26,33,34,28,26,27,25,25,29,18,17,19,20,18,33,31,31,33,28,18,25,19,17,19,24,25,18,25,21,27,21,18
18,17,25,21,17,17,26,34,28,27,25,26,17,23,17,19,22,18,17,18,20,20,17,18,18,32,16,1,16,16,16,16,16,16,16,16,16,16,16,16,18,18,25,18,21,18,22,18,17,24,22,19,18,18,17,19,17,18,18,18,18,18,18,18,18,28,25,25,24,21,23,21,26,18,23,20,18,21,19,18,18,18,18,20,19,18,18,20,26,27,18,18,18,18,25,18,18,18,22,18,18,18,18,19,19,28,18,21,26,29,25,21,18,18,18,18,18,17,17,17,17,17,17,17,18,18,25,26,20,25,25,28,25,24,16,18,19,17,28,17,18,25,18,33,32,32,43,24,39,47,47,24,52,24,39,39,40,25,25,25,25,17,26,20,22,17,20,17,30,25,37,31,26,33,34,28,26,27,25,25,29,18,17,19,20,18,33,31,31,33,28,18,25,19,17,19,24,25,18,25,21,27,21,18
18,17,25,21,17,17,26,34,28,27,25,26,17,23,17,19,22,18,17,18,20,20,17,18,18,32,16,16,1,16,16,16,16,16,16,16,16,16,16,16,18,18,25,18,21,18,22,18,17,24,22,19,18,18,17,19,17,18,18,18,18,18,18,18,18,28,25,25,24,21,23,21,26,18,23,20,18,21,19,18,18,18,18,20,19,18,18,20,26,27,18,18,18,18,25,18,18,18,22,18,18,18,18,19,19,28,18,21,26,29,25,21,18,18,18,18,18,17,17,17,17,17,17,17,18,18,25,26,20,25,25,28,25,24,16,18,19,17,28,17,18,25,18,33,32,32,43,24,39,47,47,24,52,24,39,39,40,25,25,25,25,17,26,20,22,17,20,17,30,25,37,31,26,33,34,28,26,27,25,25,29,18,17,19,20,18,33,31,31,33,28,18,25,19,17,19,24,25,18,25,21,27,21,18
18,17,25,21,17,17,26,34,28,27,25,26,17,23,17,19,22,18,17,18,20,20,17,18,18,32,16,16,16,1,16,16,16,16,16,16,16,16,16,16,18,18,25,18,21,18,22,18,17,24,22,19,18,18,17,19,17,18,18,18,18,18,18,18,18,28,25,25,24,21,23,21,26,18,23,20,18,21,19,18,18,18,18,20,19,18,18,20,26,27,18,18,18,18,25,18,18,18,22,18,18,18,18,19,19,28,18,21,26,29,25,21,18,18,18,18,18,17,17,17,17,17,17,17,18,18,25,26,20,25,25,28,25,24,16,18,19,17,28,17,18,25,18,33,32,32,43,24,39,47,47,24,52,24,39,39,40,25,25,25,25,17,26,20,22,17,20,17,30,25,37,31,26,33,34,28,26,27,25,25,29,18,17,19,20,18,33,31,31,33,28,18,25,19,17,19,24,25,18,25,21,27,21,18
18,17,25,21,17,17,26,34,28,27,25,26,17,23,17,19,22,18,17,18,20,20,17,18,18,32,16,16,16,16,1,16,16,16,16,16,16,16,16,16,18,18,25,18,21,18,22,18,17,24,22,19,18,18,17,19,17,18,18,18,18,18,18,18,18,28,25,25,24,21,23,21,26,18,23,20,18,21,19,18,18,18,18,20,19,18,18,20,26,27,18,18,18,18,25,18,18,18,22,18,18,18,18,19,19,28,18,21,26,29,25,21,18,18,18,18,18,17,17,17,17,17,17,17,18,18,25,26,20,25,25,28,25,24,16,18,19,17,28,17,18,25,18,33,32,32,43,24,39,47,47,24,52,24,39,39,40,25,25,25,25,17,26,20,22,17,20,17,30,25,37,31,26,33,34,28,26,27,25,25,29,18,17,19,20,18,33,31,31,33,28,18,25,19,17,19,24,25,18,25,21,27,21,18
12,11,19,15,11,11,21,29,23,22,20,21,11,17,11,13,17,13,11,12,14,14,11,12,12,32,16,16,16,16,16,1,10,10,10,10,10,10,10,10,12,12,19,12,15,12,16,12,11,18,16,13,12,12,11,13,11,12,12,12,13,13,13,13,13,22,19,19,18,15,17,15,20,12,17,14,12,15,13,12,12,12,12,14,13,12,12,14,20,21,12,12,12,12,19,12,12,12,16,12,12,12,12,13,13,22,12,16,21,23,19,15,12,12,12,12,12,11,11,11,11,11,11,11,12,12,19,20,14,19,19,23,19,18,10,12,13,11,23,11,12,19,12,27,26,26,37,18,33,41,41,18,46,18,33,33,34,19,19,19,19,11,20,14,16,11,14,11,24,19,31,25,20,27,28,22,20,21,19,19,23,12,11,13,14,12,27,25,25,27,23,12,19,13,11,13,18,19,12,19,15,21,15,12
