0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
3,8,7,10,2,16,6,3,1,16,1,4,20,80,16,6,5,16,7,47,3,4,2,2,3,12,3,8,10,2,3,2,3,3,2,3,2,31,7,4,2,2,2,8,2,2,24,2,46,4,2,1,9,11,17,2,5,4,19,4,35,5,5,19,5,21,16,20,16,15,2,31,2,2,2,2,2,10,6,9,7,31,8,31,2,6,2,13,8,10,18,3,10,15,2,2,2,2,2,6,6,2,2,2,2,3,14,16,10,3,10,10,10,13,10,2,2,2,2,2,26,2,2,2,2,3,2,2,5,2,2,2,2,2,4,2,2,2,10,2,3,4,10,31,4,2,13,6,2,2,2,6,2,2,2,2,3,9,10,8,8,1,9,10,2,10,10,18,2,2,7,3,3,18,2,121,2,2,6,7,1,6,2,4,6,2,2,3,9,2,10,4,10,9,9,8,3,10,2,2,2,3,6,2,11,11,3,7,2,2
5,10,9,12,4,18,8,5,4,18,4,1,22,83,18,8,7,18,9,49,5,6,4,4,5,14,6,10,12,4,5,4,5,5,4,5,4,33,9,3,3,4,4,10,4,4,26,4,48,3,4,4,11,13,19,4,7,6,21,6,37,7,7,21,7,23,18,22,18,17,4,33,3,4,4,4,4,12,8,11,9,33,10,33,4,5,4,15,10,12,20,6,13,17,4,4,4,4,4,5,5,4,4,4,4,5,16,15,12,5,12,12,12,15,12,4,4,4,4,4,28,4,4,4,4,5,4,4,7,4,4,4,4,4,6,4,4,4,12,4,5,6,12,33,6,4,15,8,4,4,4,8,4,4,4,4,5,8,12,10,10,4,11,12,4,12,12,20,4,4,9,5,5,20,4,124,4,4,8,9,4,8,4,6,8,4,4,5,10,4,12,6,12,11,11,10,5,12,3,4,4,5,8,4,13,13,5,9,4,4
21,26,25,28,20,19,24,21,20,34,20,22,1,99,34,24,23,19,19,65,21,22,19,20,21,30,22,26,28,20,21,20,21,21,20,21,20,49,25,22,20,19,19,26,20,20,27,20,64,22,20,20,27,29,19,20,20,21,37,22,51,21,21,21,21,21,19,19,19,33,20,49,20,20,20,20,20,28,24,27,25,49,26,49,20,24,20,31,26,28,36,22,29,33,20,20,20,20,20,24,24,19,19,19,20,21,26,34,28,21,28,28,28,31,28,20,20,20,20,20,44,20,20,20,20,21,20,20,23,20,20,20,20,19,22,20,20,20,28,19,21,22,28,49,22,20,31,24,20,20,20,24,20,20,20,20,21,25,28,26,26,20,27,28,20,28,28,30,20,20,19,21,21,36,20,140,20,20,24,19,20,24,20,22,24,20,19,21,27,20,28,22,28,27,27,26,21,28,20,20,19,21,24,20,29,29,21,19,19,20
82,87,86,89,80,95,84,82,80,95,80,83,99,1,95,85,80,95,86,126,81,81,81,80,80,91,80,87,88,80,82,80,81,80,81,82,80,110,86,83,81,81,81,87,80,81,103,81,125,83,80,80,88,90,96,81,84,83,98,83,110,82,82,96,82,98,95,99,95,94,81,110,81,81,80,80,81,89,85,83,85,110,82,110,80,85,80,87,87,87,88,81,85,94,80,80,80,80,80,85,85,81,81,81,81,82,93,95,88,82,88,88,88,91,88,81,81,81,81,80,101,81,80,80,80,80,80,80,80,80,81,81,81,81,83,80,81,80,88,81,80,83,88,110,83,80,88,84,80,81,81,84,81,81,80,81,82,88,88,87,87,80,88,89,80,89,89,95,80,81,86,80,80,88,81,126,81,81,84,86,80,85,81,83,85,80,81,80,88,80,89,83,89,83,87,87,80,88,81,81,81,82,85,81,89,89,82,86,81,81
17,20,21,24,16,30,20,17,16,15,16,18,34,95,1,20,19,30,21,46,17,18,16,16,17,26,18,19,20,16,17,16,17,17,16,17,16,45,21,18,16,16,16,19,16,16,38,16,45,18,16,16,23,25,31,15,19,18,19,18,49,19,19,33,19,35,30,34,30,15,15,45,16,16,16,16,16,24,20,23,21,45,22,45,16,20,16,24,19,21,29,18,25,22,16,16,16,16,16,20,20,16,16,16,15,17,28,30,20,15,20,20,20,23,20,16,16,16,16,16,25,16,16,16,16,17,16,16,19,16,16,16,16,16,18,16,16,16,20,16,17,18,20,45,18,16,23,20,16,16,16,20,15,16,16,16,17,23,20,19,19,16,19,24,16,24,24,32,16,16,21,17,17,29,16,121,16,16,20,21,16,20,16,18,20,16,16,17,23,16,24,18,24,23,23,19,17,20,16,16,16,17,20,15,25,25,17,21,16,15
7,12,11,14,6,20,10,7,6,20,6,8,24,85,20,1,9,20,11,46,7,8,6,6,7,12,8,12,14,6,7,6,7,7,6,7,6,30,8,8,6,6,6,12,6,6,28,6,45,8,6,6,13,15,21,6,9,8,23,8,34,9,9,23,9,25,20,24,20,19,6,30,6,6,6,6,6,14,5,10,6,30,10,30,6,10,6,17,12,14,22,8,14,19,6,6,6,6,6,10,10,6,6,6,6,7,18,20,14,7,14,14,14,17,14,6,6,6,6,6,30,6,6,6,6,7,6,6,9,6,6,6,6,6,7,6,6,6,14,6,7,8,14,30,8,6,17,10,6,6,6,10,6,6,6,6,5,13,14,12,12,6,13,14,6,14,14,22,6,6,11,7,7,22,6,121,6,6,10,11,6,10,6,8,5,6,6,7,13,6,14,8,14,10,13,12,7,14,6,6,6,7,9,6,15,15,7,11,6,6
6,11,10,13,5,19,9,6,5,19,5,7,23,80,19,9,1,19,10,50,6,7,5,5,6,15,7,11,13,5,6,4,6,6,5,6,5,34,10,7,5,5,5,11,4,5,27,5,49,7,5,5,12,14,20,5,8,7,22,7,38,8,8,22,8,24,19,23,19,18,5,34,5,5,5,5,5,13,9,12,10,34,10,34,5,9,5,16,11,13,21,7,14,18,5,5,5,5,5,9,9,5,5,5,5,6,17,19,13,6,13,13,13,16,13,5,5,5,5,5,29,5,4,4,4,4,4,4,4,5,5,5,5,5,7,5,5,4,13,5,6,7,13,34,7,4,15,9,4,5,5,9,5,5,5,5,6,12,13,11,11,5,12,13,4,13,13,19,4,5,10,6,6,21,5,121,5,5,9,10,5,9,5,7,9,5,5,4,12,5,13,7,13,12,11,11,4,13,5,5,5,6,9,5,14,14,6,10,5,5
17,22,21,24,16,15,20,17,16,30,16,18,19,95,30,20,19,1,15,61,17,18,15,16,17,26,18,22,24,16,17,16,17,17,16,17,16,45,21,18,16,15,15,22,16,16,23,16,60,18,16,16,23,25,16,16,19,17,33,18,48,18,18,18,18,20,15,19,15,29,16,45,16,16,16,16,16,24,20,23,21,45,22,45,16,20,16,27,22,24,32,18,25,29,16,16,16,16,16,20,20,15,15,15,16,17,22,30,24,17,24,24,24,27,24,16,16,16,16,16,40,16,16,16,16,17,16,16,19,16,16,16,16,15,18,16,16,16,24,15,17,18,24,45,18,16,27,20,16,16,16,20,16,16,16,16,17,23,24,22,22,16,23,24,16,24,24,26,16,16,15,17,17,32,16,136,16,16,20,15,16,20,16,18,20,16,15,17,23,16,24,18,24,23,23,22,17,24,16,16,15,17,20,16,25,25,17,15,15,16
8,13,12,15,7,15,11,8,7,21,7,9,19,86,21,11,10,15,1,52,8,9,6,7,8,17,9,13,15,7,8,7,8,8,7,8,7,36,12,9,7,6,6,13,7,7,23,7,51,9,7,7,14,16,16,7,10,8,24,9,39,9,9,18,9,20,15,19,15,20,7,36,7,7,7,7,7,15,11,14,12,36,13,36,7,11,7,18,13,15,23,9,16,20,7,7,7,7,7,11,11,6,6,6,7,8,13,21,15,8,15,15,15,18,15,7,7,7,7,7,31,7,7,7,7,8,7,7,10,7,7,7,7,6,9,7,7,7,15,6,8,9,15,36,9,7,18,11,7,7,7,11,7,7,7,7,8,14,15,13,13,7,14,15,7,15,15,17,7,7,6,8,8,23,7,127,7,7,11,6,7,11,7,9,11,7,6,8,14,7,15,9,15,14,14,13,8,15,7,7,6,8,11,7,16,16,8,6,6,7
48,51,52,55,47,61,48,48,47,46,47,49,65,126,46,46,50,61,52,1,48,49,47,47,48,46,49,50,51,47,48,47,48,48,46,48,47,46,46,49,47,47,47,50,47,46,69,47,46,49,47,47,54,53,62,46,49,49,47,46,53,50,50,64,50,66,61,65,61,46,46,46,47,47,47,47,47,55,46,51,47,46,51,46,47,51,47,55,50,52,60,49,52,50,47,47,47,47,47,51,51,47,47,47,46,47,58,61,51,46,51,51,51,51,51,47,47,47,47,47,55,47,47,47,47,48,47,47,50,47,47,47,47,47,46,47,46,47,51,47,48,46,51,46,46,47,54,48,47,47,47,48,46,47,47,47,46,54,51,50,50,47,50,55,47,55,55,63,47,47,52,48,48,60,46,122,47,47,48,52,47,51,47,46,46,47,47,48,54,47,55,48,55,51,53,50,48,51,47,47,47,48,46,46,56,56,48,52,47,46
4,9,8,11,2,17,7,4,3,17,3,5,21,81,17,7,6,17,8,48,1,4,3,3,4,13,5,9,11,3,4,3,2,3,3,4,2,32,8,5,3,3,3,9,3,3,25,3,47,5,3,3,10,12,18,3,6,5,20,5,36,6,6,20,6,22,17,21,17,16,3,32,3,3,2,2,3,11,7,10,8,32,9,32,3,7,3,14,9,11,19,5,11,16,3,3,3,3,3,7,7,3,3,3,3,4,15,17,11,4,11,11,11,14,11,3,3,3,3,3,27,3,3,3,3,4,3,3,6,3,3,3,3,3,5,2,3,3,11,3,4,5,11,32,5,3,14,7,3,2,3,7,3,2,3,2,4,10,11,9,9,3,10,11,3,11,11,19,3,3,8,4,4,19,3,122,3,3,7,8,3,7,3,5,7,3,3,4,10,3,11,5,11,10,10,9,4,11,3,3,3,4,7,3,12,12,4,8,3,3
5,10,9,12,3,18,7,5,4,18,4,6,22,81,18,8,7,18,9,49,4,1,4,4,5,14,6,10,12,4,5,4,4,3,4,5,3,33,9,6,4,4,4,10,4,4,26,4,48,6,4,4,11,13,19,4,7,6,21,6,37,7,7,21,7,23,18,22,18,17,4,33,4,4,3,3,4,12,8,11,9,33,10,33,4,8,4,15,10,12,20,6,13,17,4,4,4,4,4,8,8,4,4,4,4,5,16,18,12,5,12,12,12,15,12,4,4,4,4,4,28,4,4,4,4,5,4,4,7,4,4,4,4,4,6,3,4,4,12,4,5,6,12,33,6,4,15,7,4,4,4,7,4,4,3,4,5,11,12,10,10,4,11,12,4,12,12,20,4,4,9,5,5,20,4,123,4,4,7,9,4,8,4,6,8,4,4,5,11,4,12,6,12,11,11,10,5,12,4,4,4,5,8,4,13,13,5,9,4,4
3,8,7,10,2,15,6,3,2,16,2,4,19,81,16,6,5,15,6,47,3,4,1,2,3,12,4,8,10,2,3,2,3,3,2,3,2,31,7,4,2,1,1,8,2,2,23,2,46,4,2,2,9,11,16,2,5,3,19,4,34,4,4,18,4,20,15,19,15,15,2,31,2,2,2,2,2,10,6,9,7,31,8,31,2,6,2,13,8,10,18,4,11,15,2,2,2,2,2,6,6,1,1,1,2,3,13,16,10,3,10,10,10,13,10,2,2,2,2,2,26,2,2,2,2,3,2,2,5,2,2,2,2,1,4,2,2,2,10,1,3,4,10,31,4,2,13,6,2,2,2,6,2,2,2,2,3,9,10,8,8,2,9,10,2,10,10,17,2,2,6,3,3,18,2,122,2,2,6,6,2,6,2,4,6,2,1,3,9,2,10,4,10,9,9,8,3,10,2,2,1,3,6,2,11,11,3,6,1,2
3,8,7,10,2,16,6,3,2,16,2,4,20,80,16,6,5,16,7,47,3,4,2,1,3,12,4,8,10,2,3,2,3,3,2,3,2,31,7,4,2,2,2,8,2,2,24,2,46,4,1,2,9,11,17,2,5,4,19,4,34,5,5,19,5,21,16,20,16,15,2,31,2,2,2,2,2,10,6,9,7,31,8,31,2,6,2,13,8,10,18,4,11,15,1,1,1,1,1,6,6,2,2,2,2,3,14,16,10,3,10,10,10,13,10,2,2,2,2,1,26,2,2,2,2,3,2,2,5,2,2,2,2,2,4,2,2,2,10,2,2,4,10,31,4,2,13,6,2,2,2,6,2,2,2,2,3,9,10,8,8,2,9,10,2,10,10,18,2,2,7,3,3,18,2,121,2,2,6,7,2,6,2,4,6,2,2,3,9,2,10,4,10,9,9,8,3,10,2,2,2,3,6,2,11,11,3,7,2,2
4,9,8,11,3,17,7,4,3,17,3,5,21,80,17,7,6,17,8,48,4,5,3,3,1,13,5,9,11,3,4,3,4,4,3,4,3,32,8,5,3,3,3,9,3,3,25,3,47,5,3,3,10,12,18,3,6,5,20,5,36,6,6,20,6,22,17,21,17,16,3,32,3,3,3,3,3,11,7,10,8,32,9,32,3,7,3,14,9,11,19,5,12,16,3,3,3,3,3,7,7,3,3,3,3,4,15,17,11,4,11,11,11,14,11,3,3,3,3,3,27,3,3,3,3,4,3,3,6,2,3,3,3,3,5,3,3,3,11,3,4,5,11,32,5,3,14,7,3,3,3,7,3,3,3,3,4,10,11,9,9,3,10,11,3,11,11,19,3,3,8,4,4,19,3,121,3,3,7,8,3,7,3,5,7,2,3,4,10,3,11,5,11,10,10,9,4,11,3,3,3,4,7,3,12,12,4,8,3,3
13,18,17,20,12,26,16,13,12,26,12,14,30,91,26,12,15,26,17,46,13,14,12,12,13,1,14,18,20,12,13,12,13,13,11,13,12,30,11,14,12,12,12,18,12,11,34,12,45,14,12,12,19,21,27,12,15,14,26,11,34,15,15,29,15,31,26,30,26,25,12,30,12,12,12,12,12,20,12,16,13,30,16,30,12,16,12,23,18,20,28,14,18,23,12,12,12,12,12,16,16,12,12,12,12,12,24,26,20,13,20,20,20,23,20,12,12,12,12,12,36,12,12,12,12,13,12,12,15,12,12,12,12,12,11,12,12,12,20,12,13,14,20,30,14,12,23,16,12,12,12,16,12,12,12,12,11,19,20,18,18,12,19,20,12,20,20,28,12,12,17,13,13,28,12,121,12,12,16,17,12,16,12,11,12,12,12,13,19,12,20,14,20,16,19,18,13,20,12,12,12,13,13,12,21,21,13,17,12,12
5,10,9,12,4,18,7,5,3,18,3,6,22,80,18,8,7,18,9,49,5,6,4,4,5,14,1,10,12,4,5,4,5,5,4,5,4,33,9,6,4,4,4,10,4,4,26,4,48,6,4,3,11,13,19,4,7,6,21,6,36,7,7,21,7,23,18,22,18,17,4,33,4,4,4,4,4,12,8,11,9,33,9,33,4,8,4,15,10,12,20,5,12,17,4,4,4,4,4,8,8,4,4,4,4,5,16,18,12,5,12,12,12,15,12,4,4,4,4,4,28,4,4,4,4,5,4,4,7,4,4,4,4,4,6,4,4,4,12,4,5,6,12,33,6,4,15,7,4,4,4,7,4,4,4,4,5,11,12,10,10,3,11,12,4,12,12,20,4,4,9,5,5,20,4,121,4,4,7,9,3,8,4,6,8,4,4,5,11,3,12,6,12,11,11,10,5,12,4,4,4,5,8,4,13,13,5,9,4,4
9,13,13,16,8,22,12,9,8,19,8,10,26,87,19,12,11,22,13,50,9,10,8,8,9,18,10,1,9,8,9,8,9,9,8,9,8,37,13,10,8,8,8,7,8,8,30,7,49,10,8,8,15,17,23,7,11,9,22,10,41,11,11,25,11,27,22,26,22,19,7,37,8,8,8,8,8,16,12,15,13,37,14,37,8,12,8,12,7,9,17,10,17,21,8,8,8,8,8,12,12,8,8,8,7,8,20,22,9,8,9,9,9,12,9,8,8,8,8,8,29,8,8,8,8,9,8,8,11,8,8,8,8,8,10,8,8,8,9,8,9,10,9,37,10,8,12,12,8,8,8,12,8,8,8,8,9,15,9,7,7,8,8,16,8,16,16,24,8,8,13,9,9,17,8,125,8,8,12,13,8,12,8,10,12,8,8,9,15,8,16,10,16,15,15,7,9,9,8,8,8,9,12,7,17,17,9,13,8,7
11,14,15,18,10,24,14,11,10,20,10,12,28,88,20,14,13,24,15,51,11,12,10,10,11,20,12,9,1,10,11,10,11,11,10,11,10,39,15,12,10,10,10,9,10,10,32,9,50,12,10,10,17,19,25,9,13,11,23,12,43,13,13,27,13,29,24,28,24,20,9,39,10,10,10,10,10,18,14,17,15,39,16,39,10,14,10,14,9,10,18,12,19,23,10,10,10,10,10,14,14,10,10,10,9,10,22,24,9,9,9,9,9,12,9,10,10,10,10,10,30,10,10,10,10,11,10,10,13,10,10,10,10,10,12,10,10,10,9,10,11,12,9,39,12,10,12,14,10,10,10,14,9,10,10,10,11,17,9,9,9,10,9,18,10,18,18,26,10,10,15,11,11,18,10,125,10,10,14,15,10,14,10,12,14,10,10,11,17,10,18,12,18,17,17,9,11,9,10,10,10,11,14,9,19,19,11,15,10,9
3,8,7,10,2,16,6,3,2,16,2,4,20,80,16,6,5,16,7,47,3,4,2,2,3,12,4,8,10,1,3,2,3,3,2,3,2,31,7,4,2,2,2,8,2,2,24,2,46,4,2,2,9,11,17,2,5,4,19,4,35,5,5,19,5,21,16,20,16,15,2,31,2,2,2,2,2,10,6,8,7,31,8,31,2,6,2,12,8,9,17,4,11,15,2,2,2,2,2,6,6,2,2,2,2,3,14,16,10,3,10,10,10,13,10,2,2,2,2,2,26,2,2,2,2,3,2,2,5,2,2,2,2,2,4,2,2,2,10,2,3,4,10,31,4,2,12,6,2,2,2,6,2,2,2,2,3,9,10,8,8,2,9,10,2,10,10,18,2,2,7,3,3,17,2,121,2,2,6,7,2,6,2,4,6,2,2,3,9,2,10,4,10,8,9,8,3,10,2,2,2,3,6,2,11,11,3,7,2,2
4,7,8,11,3,17,7,3,3,17,3,5,21,82,17,7,6,17,8,48,4,5,3,3,4,13,5,9,11,3,1,3,4,4,3,3,3,32,8,5,3,3,3,9,3,3,25,3,47,5,3,3,10,12,18,3,6,5,20,5,36,6,6,20,6,22,17,21,17,16,3,32,3,3,3,3,2,11,7,10,8,32,9,32,3,7,3,14,9,11,19,5,12,16,3,3,3,3,3,7,7,3,3,3,3,4,15,17,11,4,11,11,11,14,11,3,3,3,3,3,27,3,3,3,3,4,3,3,6,3,3,3,3,3,5,3,3,3,11,3,4,5,11,32,5,3,14,7,3,3,2,7,3,3,3,3,4,10,11,9,9,3,10,11,3,11,11,19,3,2,8,4,4,19,3,123,3,3,7,8,3,7,2,5,7,3,3,4,10,3,11,5,11,10,10,9,4,11,3,3,3,2,7,3,12,12,2,8,3,3
