0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222
4,5,3,4,6,4,6,8,7,4,1,4,6,6,6,5,4,11,10,6,9,28,4,6,4,4,6,5,4,4,4,4,4,4,6,4,4,7,5,4,4,7,6,12,4,5,4,14,25,5,4,6,9,14,4,4,7,9,22,4,4,4,4,4,6,4,17,5,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,5,4,4,4,4,5,6,3,4,4,4,4,4,18,4,4,4,11,5,4,5,5,5,4,4,4,4,12,6,9,6,9,4,4,4,4,9,5,5,4,4,8,4,4,4,4,4,7,4,6,4,6,4,9,4,4,4,5,11,5,4,4,4,8,4,4,4,6,10,4,4,6,8,6,4,4,12,6,6,9,6,4,4,5,6,6,5,4,14,10,4,4,4,17,6,7,5,4,4,8,3,4,5,5,5,4,3,4,6,4,6,5,5,4,7,4,4,6,6,5,5,7,4,6,4,4,4,4,4,4,7,4,6,4,5,4,4,4,4
2,3,2,2,4,2,4,6,5,1,4,1,4,4,4,3,2,9,8,4,7,26,2,4,2,2,4,3,2,2,2,2,1,1,4,2,1,5,3,3,2,5,4,9,2,3,2,12,23,3,2,4,7,12,2,2,5,7,20,2,2,2,2,2,4,2,14,3,1,2,6,5,1,3,3,5,4,7,7,6,2,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,3,3,2,2,2,2,10,4,7,4,7,1,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,9,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,2,5,2,2,4,4,3,3,5,2,4,2,2,2,2,2,2,5,2,4,2,3,2,2,2,2
4,5,4,4,6,4,6,8,7,4,6,4,1,6,6,5,4,11,10,6,9,28,4,6,4,4,6,4,4,4,4,4,4,4,6,4,4,7,5,5,4,7,6,12,4,5,4,14,25,5,4,6,9,14,4,4,7,9,22,4,4,4,4,4,6,4,14,5,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,5,4,4,4,4,5,6,4,4,4,4,4,4,18,4,4,4,11,5,4,5,5,5,4,4,4,4,12,6,9,6,9,4,4,4,4,9,5,5,4,4,8,4,4,4,4,5,7,4,6,4,6,4,9,4,4,4,3,11,5,4,4,4,8,4,4,4,6,10,4,4,6,8,6,4,4,12,6,6,9,6,4,4,5,6,6,5,4,14,10,4,4,4,17,6,7,5,4,4,8,5,5,5,3,5,4,4,4,6,4,6,5,5,4,7,4,4,6,6,5,5,7,4,6,4,4,4,4,4,4,7,4,6,4,5,4,4,4,4
4,5,4,4,6,4,6,5,7,4,6,4,6,1,6,5,4,11,10,4,9,26,4,6,4,4,6,5,4,4,4,4,4,4,4,4,4,7,5,5,4,7,6,12,4,5,4,14,22,3,4,6,9,11,4,4,7,9,22,4,4,4,4,4,4,3,17,3,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,3,4,4,4,4,5,6,4,4,4,4,4,3,17,3,3,4,11,3,4,5,5,5,4,4,4,4,12,6,9,6,9,4,3,3,4,9,5,5,4,3,8,3,4,4,4,5,7,4,6,4,6,4,9,4,4,3,5,11,5,4,4,4,5,4,4,4,6,10,4,4,6,5,6,4,4,12,6,6,9,6,4,4,4,6,6,5,4,11,8,4,4,4,14,6,7,5,4,4,8,5,5,5,5,5,4,4,4,6,4,6,5,5,4,4,4,3,3,6,5,5,7,4,6,4,4,4,4,4,4,7,4,6,4,5,4,4,4,4
4,5,4,4,6,4,6,8,7,4,6,4,6,6,1,5,4,11,10,6,9,26,4,3,4,4,4,5,4,4,3,4,4,4,6,4,4,7,5,5,4,7,6,12,4,5,4,14,24,5,3,6,8,11,4,4,7,9,22,4,3,3,4,4,6,4,17,5,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,5,3,3,4,4,5,6,4,4,4,4,4,4,18,4,4,4,11,5,4,5,5,5,4,4,4,4,12,6,9,6,9,4,4,4,4,9,5,5,3,4,7,4,3,3,4,5,7,4,6,4,6,4,9,4,4,4,5,10,4,4,3,4,8,4,4,4,6,10,4,4,6,8,6,4,4,12,6,6,9,6,4,4,4,6,6,5,4,13,10,4,4,4,16,6,4,5,4,4,8,5,5,5,5,5,4,4,4,6,4,6,5,5,4,6,4,4,6,6,5,5,7,4,6,4,4,4,4,3,4,6,4,6,4,5,4,4,4,4
3,4,3,3,3,3,5,7,6,3,5,3,5,5,5,1,3,8,9,5,8,27,3,5,3,3,5,4,3,3,3,3,3,3,5,3,3,6,4,4,3,6,3,9,3,4,3,13,22,4,3,3,8,13,3,3,6,8,19,3,3,3,3,3,5,3,16,4,3,3,7,6,3,2,2,6,5,8,8,7,3,2,2,2,4,3,3,3,3,4,5,3,2,2,2,2,3,17,3,3,3,10,4,3,4,4,4,3,3,3,3,9,5,8,5,8,3,3,3,3,8,4,4,3,3,7,3,3,3,3,4,6,2,3,3,3,3,8,3,3,3,4,10,4,3,3,3,7,3,3,3,5,9,3,3,3,7,5,3,2,9,3,5,8,5,3,3,4,3,5,2,3,13,9,3,2,2,16,3,6,4,3,2,7,4,4,4,4,3,3,3,3,5,3,3,4,2,3,6,3,3,5,3,2,2,6,3,5,3,3,2,3,3,3,6,3,5,3,4,2,3,3,3
2,3,2,2,4,2,4,6,5,2,4,2,4,4,4,3,1,9,8,4,7,26,2,4,2,2,4,3,2,2,2,2,2,2,4,2,2,5,3,3,2,5,4,10,2,3,2,12,23,3,2,4,7,12,2,2,5,7,20,2,2,2,2,2,4,2,15,3,2,2,6,5,2,3,3,5,4,7,7,6,2,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,3,3,2,2,2,2,10,4,7,4,7,2,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,9,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,2,5,2,2,4,4,3,3,5,2,4,2,2,2,2,2,2,5,2,4,2,3,2,2,2,2
9,10,9,9,8,9,11,13,10,9,11,9,11,11,11,8,9,1,13,11,9,28,9,11,9,9,11,9,9,9,9,9,9,9,11,9,9,12,10,10,9,9,8,9,9,10,9,19,22,10,9,8,14,18,9,9,11,9,19,8,9,9,9,9,11,9,22,10,9,9,13,10,9,8,8,9,9,9,9,11,9,8,8,8,10,9,9,9,9,10,11,9,8,8,8,8,9,23,9,9,9,16,10,9,10,10,10,9,8,8,9,9,8,9,8,11,9,9,9,9,14,10,10,9,9,13,9,9,9,9,10,9,8,8,9,8,9,9,9,8,9,10,11,10,9,9,9,13,9,9,9,8,15,9,9,8,13,9,9,8,9,8,8,9,11,9,9,10,8,11,8,8,19,10,9,8,8,19,8,11,10,9,8,13,10,10,10,10,8,9,9,9,9,9,8,10,8,9,12,9,9,11,8,8,8,12,9,9,9,8,8,9,9,9,12,9,11,9,10,8,9,9,9
8,7,8,8,10,8,8,12,7,8,10,8,10,10,10,9,8,13,1,10,11,26,8,10,8,8,10,8,8,8,8,8,8,8,10,8,8,11,9,9,8,10,10,14,8,9,8,17,22,9,8,10,8,16,8,8,8,11,23,7,8,8,8,8,10,8,21,9,8,7,8,8,8,9,9,9,8,11,11,8,8,9,9,9,9,8,8,8,8,9,10,8,8,8,8,8,8,19,8,8,8,15,9,7,7,9,9,8,8,8,7,14,10,11,10,12,8,8,8,8,10,9,9,8,8,8,8,8,8,8,9,10,8,10,8,10,7,11,8,8,8,9,12,9,7,8,8,12,8,8,8,10,14,8,8,10,12,8,8,8,14,10,10,11,10,8,8,9,10,7,9,7,15,12,7,8,8,18,10,11,9,8,8,7,9,9,9,9,9,7,8,8,8,8,10,9,9,8,11,8,8,10,10,9,9,11,8,8,8,7,8,8,8,8,11,8,10,8,9,8,8,8,8
4,5,4,4,6,4,6,6,7,4,6,4,6,4,6,5,4,11,10,1,9,25,4,6,4,4,6,5,4,4,4,4,4,4,4,4,4,7,5,5,4,7,6,12,4,5,4,13,23,3,4,6,9,12,4,4,7,9,21,4,4,4,4,4,4,3,17,3,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,3,4,4,4,4,5,6,4,4,4,4,4,3,16,3,3,4,11,3,4,5,5,5,4,4,4,4,12,6,9,6,9,4,3,3,4,9,5,5,4,3,8,3,4,4,4,5,7,4,6,4,6,4,9,4,4,4,5,11,5,4,4,4,6,4,4,4,6,10,3,4,6,6,6,4,4,12,6,6,9,6,4,4,4,6,6,5,4,12,8,4,4,4,15,6,7,5,4,4,8,5,5,5,5,5,4,4,4,6,4,6,5,5,4,5,4,4,4,6,5,5,7,4,6,4,4,4,4,4,4,7,4,6,4,5,4,4,3,3
7,8,7,7,8,7,9,11,8,7,9,7,9,9,9,8,7,9,11,9,1,26,7,9,7,7,9,7,7,7,7,7,7,7,9,7,7,10,8,8,7,7,9,10,7,8,7,17,23,8,7,9,12,16,7,7,9,6,20,6,7,7,7,7,9,7,20,8,7,7,11,8,7,8,8,6,6,6,6,8,7,8,8,8,8,7,7,7,7,8,9,7,7,7,7,7,7,21,7,7,7,14,8,7,8,8,8,7,6,6,7,9,6,6,6,9,7,7,7,7,12,8,8,7,7,11,7,7,7,7,8,7,7,9,7,9,7,6,7,6,7,8,9,8,7,7,7,11,7,7,7,6,13,7,7,9,11,6,7,7,9,9,6,6,9,7,7,8,9,9,8,6,17,8,7,7,7,17,9,9,8,7,7,11,8,8,8,8,7,7,7,7,6,7,9,8,8,7,10,7,7,9,9,8,8,10,7,6,7,6,7,7,7,7,10,7,9,7,8,7,7,7,7
26,25,26,26,27,26,27,28,26,26,28,26,28,26,26,27,26,28,26,25,26,1,26,26,26,26,27,26,26,26,25,26,26,26,26,26,26,29,25,27,26,25,28,29,26,27,26,25,32,25,25,28,26,29,26,26,26,26,28,25,25,25,26,26,26,25,39,25,26,26,27,25,26,27,27,26,26,26,26,26,26,27,27,27,25,25,25,26,25,25,25,26,26,26,26,26,25,27,25,25,26,33,25,25,25,27,27,26,25,25,25,29,25,26,25,25,26,25,25,26,26,27,27,25,25,26,25,25,25,26,27,25,26,28,26,28,25,26,26,25,26,27,26,26,25,25,26,28,26,26,26,25,25,25,26,28,28,26,26,26,29,28,25,26,28,26,26,25,28,26,27,25,28,25,25,26,26,28,28,26,26,26,26,26,27,27,25,27,26,25,26,26,26,26,28,27,27,26,26,26,26,26,28,27,27,29,26,26,26,25,26,26,25,26,28,26,28,26,25,26,26,25,25
2,3,2,2,4,2,4,6,5,2,4,2,4,4,4,3,2,9,8,4,7,26,1,4,2,2,3,3,2,2,2,2,2,2,4,2,2,5,3,3,1,5,4,10,1,3,2,12,23,3,2,4,7,12,2,2,5,7,20,2,2,2,2,2,4,2,15,3,2,2,6,5,2,3,3,5,4,7,7,6,2,3,3,3,3,2,2,1,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,3,3,2,2,2,2,10,4,7,4,7,2,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,8,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,1,5,2,2,4,4,3,3,5,2,4,2,2,2,2,2,2,5,2,4,2,3,2,2,2,2
4,5,4,4,6,4,6,8,7,4,6,4,6,6,3,5,4,11,10,6,9,26,4,1,4,4,4,5,4,4,3,4,4,4,6,4,4,7,5,5,4,7,6,12,4,5,4,14,24,5,3,6,8,11,4,4,7,9,22,4,3,3,4,4,6,4,17,5,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,5,3,3,4,4,5,6,4,4,4,4,4,4,18,4,4,4,11,5,4,5,5,5,4,4,4,4,12,6,9,6,9,4,4,4,4,9,5,5,3,4,7,4,3,3,4,5,7,4,6,4,6,4,9,4,4,4,5,10,4,4,3,4,8,4,4,4,6,10,4,4,6,8,6,4,4,12,6,6,9,6,4,4,4,6,6,5,4,13,10,4,4,4,16,6,4,5,4,4,8,5,5,5,5,5,4,4,4,6,4,6,5,5,4,6,4,4,6,6,5,5,7,4,6,4,4,4,4,3,4,6,4,6,4,5,4,4,4,4
2,3,2,2,4,2,4,6,5,2,4,2,4,4,4,3,2,9,8,4,7,26,2,4,1,2,4,3,2,2,2,2,2,2,4,2,2,5,3,3,2,5,4,10,2,3,2,12,23,3,2,4,7,12,1,2,5,7,20,2,2,2,2,2,4,2,15,3,2,2,6,5,2,3,3,5,4,7,7,6,2,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,2,2,1,2,2,2,10,4,7,4,7,2,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,9,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,2,5,2,2,4,4,3,3,5,2,4,2,2,2,1,2,1,5,2,3,2,3,2,1,2,2
2,3,2,2,4,2,4,6,5,2,4,2,4,4,4,3,2,9,8,4,7,26,2,4,2,1,4,3,2,2,2,2,2,2,4,2,2,5,3,3,2,5,4,10,2,3,2,12,23,3,2,4,7,12,2,2,5,7,20,2,2,2,2,2,4,2,15,3,2,2,6,5,2,3,3,5,4,7,7,6,2,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,3,3,2,2,2,2,10,4,7,4,7,2,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,9,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,2,5,2,2,4,4,3,3,5,2,4,2,2,2,2,2,2,5,2,4,2,3,2,2,2,2
4,5,4,4,6,4,6,8,7,4,6,4,6,6,4,5,4,11,10,6,9,27,3,4,4,4,1,5,4,4,4,4,4,4,6,4,4,7,5,5,3,7,6,12,3,5,4,14,25,5,4,6,9,12,4,4,7,9,22,4,4,4,4,4,6,4,17,5,4,4,8,7,4,5,5,7,6,9,9,8,4,5,5,5,5,4,4,3,4,5,6,4,4,4,4,4,4,18,4,4,4,11,5,4,5,5,5,4,4,4,4,12,6,9,6,9,4,4,4,4,9,5,5,4,4,8,4,4,4,4,5,7,4,6,4,6,4,9,4,4,4,5,10,5,4,4,4,8,4,4,4,6,10,4,4,6,8,6,4,4,12,6,6,9,6,4,4,5,6,6,5,4,14,10,4,4,4,17,6,5,5,4,4,8,5,5,5,5,5,4,4,4,6,4,6,5,5,3,7,4,4,6,6,5,5,7,4,6,4,4,4,4,4,4,7,4,6,4,5,4,4,4,4
3,4,3,3,5,3,5,7,5,3,5,3,4,5,5,4,3,9,8,5,7,26,3,5,3,3,5,1,3,3,3,3,3,3,5,3,3,6,4,4,3,6,5,10,3,4,3,13,23,4,3,5,8,13,3,3,6,7,20,2,3,3,3,3,5,3,15,4,3,3,7,5,3,4,4,5,4,7,7,6,3,4,4,4,4,3,3,3,3,4,5,3,3,3,3,3,3,17,3,3,3,10,4,3,4,4,4,3,3,3,3,10,5,7,5,8,3,3,3,3,8,4,4,3,3,7,3,3,3,3,4,6,3,5,3,5,3,7,3,3,3,3,9,4,3,3,3,7,3,3,3,5,9,3,3,5,7,4,3,3,10,5,5,7,5,3,3,4,5,5,4,2,13,8,3,3,3,16,5,6,4,3,3,7,4,4,4,3,4,3,3,3,4,3,5,4,4,3,6,3,3,5,5,4,4,6,3,4,3,2,3,3,3,3,6,3,5,3,4,3,3,3,3
2,3,2,2,4,2,4,6,5,2,4,2,4,4,4,3,2,9,8,4,7,26,2,4,2,2,4,3,1,2,2,2,2,2,4,2,2,5,3,3,2,5,4,10,2,3,2,12,23,3,2,4,7,12,2,2,5,7,20,2,2,2,2,2,4,2,15,3,2,2,6,5,2,3,3,5,4,7,7,6,2,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,2,16,2,2,2,9,3,2,3,3,3,2,2,2,2,10,4,7,4,7,2,2,2,2,7,3,3,2,2,6,2,2,2,2,3,5,2,4,2,4,2,7,2,2,2,3,9,3,2,2,2,6,2,2,2,4,8,2,2,4,6,4,2,2,10,4,4,7,4,2,2,3,4,4,3,2,12,8,2,2,2,15,4,5,3,2,2,6,3,3,3,3,3,2,2,2,4,2,4,3,3,2,5,1,2,4,4,3,3,5,2,4,2,2,2,2,2,2,5,2,4,2,3,2,2,2,2
